sentences_original,sen_values,label,lemmatized_tokens
it s a feel bad ending for a depressing story that throws a bunch of hot button items in the viewer s face and asks to be seen as hip winking social commentary ,0.055555999999999994,neg,"['it', 's', 'a', 'feel', 'bad', 'ending', 'for', 'a', 'depressing', 'story', 'that', 'throw', 'a', 'bunch', 'of', 'hot', 'button', 'item', 'in', 'the', 'viewer', 's', 'face', 'and', 'asks', 'to', 'be', 'seen', 'a', 'hip', 'winking', 'social', 'commentary']"
put it somewhere between sling blade and south of heaven west of hell in the pantheon of billy bob s body of work ,0.44443999999999995,neutral,"['put', 'it', 'somewhere', 'between', 'sling', 'blade', 'and', 'south', 'of', 'heaven', 'west', 'of', 'hell', 'in', 'the', 'pantheon', 'of', 'billy', 'bob', 's', 'body', 'of', 'work']"
more intellectually scary than dramatically involving ,0.36111,neg,"['more', 'intellectually', 'scary', 'than', 'dramatically', 'involving']"
an inconsequential barely there bit of piffle ,0.20833000000000002,neg,"['an', 'inconsequential', 'barely', 'there', 'bit', 'of', 'piffle']"
the abiding impression despite the mild hallucinogenic buzz is of overwhelming waste the acres of haute couture ca n t quite conceal that there s nothing resembling a spine here ,0.375,neg,"['the', 'abiding', 'impression', 'despite', 'the', 'mild', 'hallucinogenic', 'buzz', 'is', 'of', 'overwhelming', 'waste', 'the', 'acre', 'of', 'haute', 'couture', 'ca', 'n', 't', 'quite', 'conceal', 'that', 'there', 's', 'nothing', 'resembling', 'a', 'spine', 'here']"
as saccharine as it is disposable ,0.20833000000000002,neg,"['a', 'saccharine', 'a', 'it', 'is', 'disposable']"
you come away thinking not only that kate is n t very bright but that she has n t been worth caring about and that maybe she janine and molly an all woman dysfunctional family deserve one another ,0.30556,neg,"['you', 'come', 'away', 'thinking', 'not', 'only', 'that', 'kate', 'is', 'n', 't', 'very', 'bright', 'but', 'that', 'she', 'ha', 'n', 't', 'been', 'worth', 'caring', 'about', 'and', 'that', 'maybe', 'she', 'janine', 'and', 'molly', 'an', 'all', 'woman', 'dysfunctional', 'family', 'deserve', 'one', 'another']"
the metaphors are provocative but too often the viewer is left puzzled by the mechanics of the delivery ,0.34722,neg,"['the', 'metaphor', 'are', 'provocative', 'but', 'too', 'often', 'the', 'viewer', 'is', 'left', 'puzzled', 'by', 'the', 'mechanic', 'of', 'the', 'delivery']"
very much a home video and so devoid of artifice and purpose that it appears not to have been edited at all ,0.16667,neg,"['very', 'much', 'a', 'home', 'video', 'and', 'so', 'devoid', 'of', 'artifice', 'and', 'purpose', 'that', 'it', 'appears', 'not', 'to', 'have', 'been', 'edited', 'at', 'all']"
too much power not enough puff ,0.31944,neg,"['too', 'much', 'power', 'not', 'enough', 'puff']"
the attempt to build up a pressure cooker of horrified awe emerges from the simple fact that the movie has virtually nothing to show ,0.15278,neg,"['the', 'attempt', 'to', 'build', 'up', 'a', 'pressure', 'cooker', 'of', 'horrified', 'awe', 'emerges', 'from', 'the', 'simple', 'fact', 'that', 'the', 'movie', 'ha', 'virtually', 'nothing', 'to', 'show']"
it s provocative stuff but the speculative effort is hampered by taylor s cartoonish performance and the film s ill considered notion that hitler s destiny was shaped by the most random of chances ,0.31944,neg,"['it', 's', 'provocative', 'stuff', 'but', 'the', 'speculative', 'effort', 'is', 'hampered', 'by', 'taylor', 's', 'cartoonish', 'performance', 'and', 'the', 'film', 's', 'ill', 'considered', 'notion', 'that', 'hitler', 's', 'destiny', 'wa', 'shaped', 'by', 'the', 'most', 'random', 'of', 'chance']"
a cellophane pop remake of the punk classic ladies and gentlemen the fabulous stains crossroads is never much worse than bland or better than inconsequential ,0.16667,neg,"['a', 'cellophane', 'pop', 'remake', 'of', 'the', 'punk', 'classic', 'lady', 'and', 'gentleman', 'the', 'fabulous', 'stain', 'crossroad', 'is', 'never', 'much', 'worse', 'than', 'bland', 'or', 'better', 'than', 'inconsequential']"
muddled trashy and incompetent,0.41667,neutral,"['muddled', 'trashy', 'and', 'incompetent']"
for this sort of thing to work we need agile performers but the proficient dull sorvino has no light touch and rodan is out of his league ,0.23611,neg,"['for', 'this', 'sort', 'of', 'thing', 'to', 'work', 'we', 'need', 'agile', 'performer', 'but', 'the', 'proficient', 'dull', 'sorvino', 'ha', 'no', 'light', 'touch', 'and', 'rodan', 'is', 'out', 'of', 'his', 'league']"
narc is all menace and atmosphere ,0.375,neg,"['narc', 'is', 'all', 'menace', 'and', 'atmosphere']"
though excessively tiresome the uncertainty principle as verbally pretentious as the title may be has its handful of redeeming features as long as you discount its ability to bore ,0.43056000000000005,neutral,"['though', 'excessively', 'tiresome', 'the', 'uncertainty', 'principle', 'a', 'verbally', 'pretentious', 'a', 'the', 'title', 'may', 'be', 'ha', 'it', 'handful', 'of', 'redeeming', 'feature', 'a', 'long', 'a', 'you', 'discount', 'it', 'ability', 'to', 'bore']"
despite juliet stevenon s attempt to bring cohesion to pamela s emotional roller coaster life it is not enough to give the film the substance it so desperately needs ,0.33333,neg,"['despite', 'juliet', 'stevenon', 's', 'attempt', 'to', 'bring', 'cohesion', 'to', 'pamela', 's', 'emotional', 'roller', 'coaster', 'life', 'it', 'is', 'not', 'enough', 'to', 'give', 'the', 'film', 'the', 'substance', 'it', 'so', 'desperately', 'need']"
it s tough to be startled when you re almost dozing ,0.11110999999999999,neg,"['it', 's', 'tough', 'to', 'be', 'startled', 'when', 'you', 're', 'almost', 'dozing']"
his nelson s screenplay needs some serious re working to show more of the dilemma rather than have his characters stage shouting matches about it ,0.30556,neg,"['his', 'nelson', 's', 'screenplay', 'need', 'some', 'serious', 're', 'working', 'to', 'show', 'more', 'of', 'the', 'dilemma', 'rather', 'than', 'have', 'his', 'character', 'stage', 'shouting', 'match', 'about', 'it']"
it s so downbeat and nearly humorless that it becomes a chore to sit through despite some first rate performances by its lead ,0.33333,neg,"['it', 's', 'so', 'downbeat', 'and', 'nearly', 'humorless', 'that', 'it', 'becomes', 'a', 'chore', 'to', 'sit', 'through', 'despite', 'some', 'first', 'rate', 'performance', 'by', 'it', 'lead']"
a terrible movie that some people will nevertheless find moving ,0.18056,neg,"['a', 'terrible', 'movie', 'that', 'some', 'people', 'will', 'nevertheless', 'find', 'moving']"
there are many definitions of time waster but this movie must surely be one of them ,0.13889,neg,"['there', 'are', 'many', 'definition', 'of', 'time', 'waster', 'but', 'this', 'movie', 'must', 'surely', 'be', 'one', 'of', 'them']"
as it stands crocodile hunter has the hurried badly cobbled look of the 1959 godzilla which combined scenes of a japanese monster flick with canned shots of raymond burr commenting on the monster s path of destruction ,0.30556,neg,"['a', 'it', 'stand', 'crocodile', 'hunter', 'ha', 'the', 'hurried', 'badly', 'cobbled', 'look', 'of', 'the', '1959', 'godzilla', 'which', 'combined', 'scene', 'of', 'a', 'japanese', 'monster', 'flick', 'with', 'canned', 'shot', 'of', 'raymond', 'burr', 'commenting', 'on', 'the', 'monster', 's', 'path', 'of', 'destruction']"
the thing looks like a made for home video quickie ,0.40278,neutral,"['the', 'thing', 'look', 'like', 'a', 'made', 'for', 'home', 'video', 'quickie']"
enigma is well made but it s just too dry and too placid ,0.375,neg,"['enigma', 'is', 'well', 'made', 'but', 'it', 's', 'just', 'too', 'dry', 'and', 'too', 'placid']"
 sweet home alabama is what it is a nice harmless date film ,0.72222,pos,"['sweet', 'home', 'alabama', 'is', 'what', 'it', 'is', 'a', 'nice', 'harmless', 'date', 'film']"
one of the best most understated performances of jack nicholson s career ,0.93056,pos,"['one', 'of', 'the', 'best', 'most', 'understated', 'performance', 'of', 'jack', 'nicholson', 's', 'career']"
the dangerous lives of altar boys take on adolescence feels painfully true ,0.68056,pos,"['the', 'dangerous', 'life', 'of', 'altar', 'boy', 'take', 'on', 'adolescence', 'feel', 'painfully', 'true']"
it s a masterpiece ,0.9166700000000001,pos,"['it', 's', 'a', 'masterpiece']"
it may not be last tango in paris but ,0.44443999999999995,neutral,"['it', 'may', 'not', 'be', 'last', 'tango', 'in', 'paris', 'but']"
they crush each other under cars throw each other out windows electrocute and dismember their victims in full consciousness ,0.25,neg,"['they', 'crush', 'each', 'other', 'under', 'car', 'throw', 'each', 'other', 'out', 'window', 'electrocute', 'and', 'dismember', 'their', 'victim', 'in', 'full', 'consciousness']"
and we do n t avert our eyes for a moment ,0.70833,pos,"['and', 'we', 'do', 'n', 't', 'avert', 'our', 'eye', 'for', 'a', 'moment']"
charming and funny but ultimately silly movie ,0.56944,neutral,"['charming', 'and', 'funny', 'but', 'ultimately', 'silly', 'movie']"
third time s the charm yeah baby ,0.80556,pos,"['third', 'time', 's', 'the', 'charm', 'yeah', 'baby']"
a pleasant if forgettable romp of a film ,0.48611000000000004,neutral,"['a', 'pleasant', 'if', 'forgettable', 'romp', 'of', 'a', 'film']"
by the end of the movie you re definitely convinced that these women are spectacular ,0.79167,pos,"['by', 'the', 'end', 'of', 'the', 'movie', 'you', 're', 'definitely', 'convinced', 'that', 'these', 'woman', 'are', 'spectacular']"
birot creates a drama with such a well defined sense of place and age as in 15 years old that the torments and angst become almost as operatic to us as they are to her characters ,0.65278,pos,"['birot', 'creates', 'a', 'drama', 'with', 'such', 'a', 'well', 'defined', 'sense', 'of', 'place', 'and', 'age', 'a', 'in', '15', 'year', 'old', 'that', 'the', 'torment', 'and', 'angst', 'become', 'almost', 'a', 'operatic', 'to', 'u', 'a', 'they', 'are', 'to', 'her', 'character']"
 stock up on silver bullets for director neil marshall s intense freight train of a film ,0.68056,pos,"['stock', 'up', 'on', 'silver', 'bullet', 'for', 'director', 'neil', 'marshall', 's', 'intense', 'freight', 'train', 'of', 'a', 'film']"
the film delivers what it promises a look at the wild ride that ensues when brash young men set out to conquer the online world with laptops cell phones and sketchy business plans ,0.79167,pos,"['the', 'film', 'delivers', 'what', 'it', 'promise', 'a', 'look', 'at', 'the', 'wild', 'ride', 'that', 'ensues', 'when', 'brash', 'young', 'men', 'set', 'out', 'to', 'conquer', 'the', 'online', 'world', 'with', 'laptop', 'cell', 'phone', 'and', 'sketchy', 'business', 'plan']"
as a film director labute continues to improve ,0.77778,pos,"['a', 'a', 'film', 'director', 'labute', 'continues', 'to', 'improve']"
will warm your heart without making you feel guilty about it ,0.9027799999999999,pos,"['will', 'warm', 'your', 'heart', 'without', 'making', 'you', 'feel', 'guilty', 'about', 'it']"
catch it if you can ,0.75,pos,"['catch', 'it', 'if', 'you', 'can']"
worse than silence of the lambs better than hannibal ,0.54167,neutral,"['worse', 'than', 'silence', 'of', 'the', 'lamb', 'better', 'than', 'hannibal']"
american and european cinema has amassed a vast holocaust literature but it is impossible to think of any film more challenging or depressing than the grey zone ,0.31944,neg,"['american', 'and', 'european', 'cinema', 'ha', 'amassed', 'a', 'vast', 'holocaust', 'literature', 'but', 'it', 'is', 'impossible', 'to', 'think', 'of', 'any', 'film', 'more', 'challenging', 'or', 'depressing', 'than', 'the', 'grey', 'zone']"
 possession based on the book by a s byatt demands that labute deal with the subject of love head on trading in his cynicism for reverence and a little wit,0.70833,pos,"['possession', 'based', 'on', 'the', 'book', 'by', 'a', 's', 'byatt', 'demand', 'that', 'labute', 'deal', 'with', 'the', 'subject', 'of', 'love', 'head', 'on', 'trading', 'in', 'his', 'cynicism', 'for', 'reverence', 'and', 'a', 'little', 'wit']"
it s the kind of movie that aside from robert altman spike lee the coen brothers and a few others our moviemakers do n t make often enough ,0.88889,pos,"['it', 's', 'the', 'kind', 'of', 'movie', 'that', 'aside', 'from', 'robert', 'altman', 'spike', 'lee', 'the', 'coen', 'brother', 'and', 'a', 'few', 'others', 'our', 'moviemakers', 'do', 'n', 't', 'make', 'often', 'enough']"
alternates between deadpan comedy and heartbreaking loneliness and is n t afraid to provoke introspection in both its characters and its audience ,0.65278,pos,"['alternate', 'between', 'deadpan', 'comedy', 'and', 'heartbreaking', 'loneliness', 'and', 'is', 'n', 't', 'afraid', 'to', 'provoke', 'introspection', 'in', 'both', 'it', 'character', 'and', 'it', 'audience']"
the script is smart not cloying ,0.75,pos,"['the', 'script', 'is', 'smart', 'not', 'cloying']"
visually santa clause 2 is wondrously creative ,0.69444,pos,"['visually', 'santa', 'clause', '2', 'is', 'wondrously', 'creative']"
a bittersweet contemporary comedy about benevolent deception which while it may not rival the filmmaker s period pieces is still very much worth seeing ,0.80556,pos,"['a', 'bittersweet', 'contemporary', 'comedy', 'about', 'benevolent', 'deception', 'which', 'while', 'it', 'may', 'not', 'rival', 'the', 'filmmaker', 's', 'period', 'piece', 'is', 'still', 'very', 'much', 'worth', 'seeing']"
one fantastic and educational documentary ,0.8333299999999999,pos,"['one', 'fantastic', 'and', 'educational', 'documentary']"
an ambitious what if ,0.69444,pos,"['an', 'ambitious', 'what', 'if']"
that works ,0.66667,pos,"['that', 'work']"
 the dangerous lives of altar boys has flaws but it also has humor and heart and very talented young actors,0.68056,pos,"['the', 'dangerous', 'life', 'of', 'altar', 'boy', 'ha', 'flaw', 'but', 'it', 'also', 'ha', 'humor', 'and', 'heart', 'and', 'very', 'talented', 'young', 'actor']"
nice piece of work ,0.79167,pos,"['nice', 'piece', 'of', 'work']"
 stock up on silver bullets for director neil marshall s intense freight train of a film ,0.68056,pos,"['stock', 'up', 'on', 'silver', 'bullet', 'for', 'director', 'neil', 'marshall', 's', 'intense', 'freight', 'train', 'of', 'a', 'film']"
it s funny as the old saying goes because it s true ,0.75,pos,"['it', 's', 'funny', 'a', 'the', 'old', 'saying', 'go', 'because', 'it', 's', 'true']"
though the film is static its writer director s heart is in the right place his plea for democracy and civic action laudable ,0.625,pos,"['though', 'the', 'film', 'is', 'static', 'it', 'writer', 'director', 's', 'heart', 'is', 'in', 'the', 'right', 'place', 'his', 'plea', 'for', 'democracy', 'and', 'civic', 'action', 'laudable']"
the filmmaker s heart is in the right place ,0.59722,neutral,"['the', 'filmmaker', 's', 'heart', 'is', 'in', 'the', 'right', 'place']"
from blushing to gushing imamura squirts the screen in warm water under a red bridge ,0.68056,pos,"['from', 'blushing', 'to', 'gushing', 'imamura', 'squirt', 'the', 'screen', 'in', 'warm', 'water', 'under', 'a', 'red', 'bridge']"
apart from anything else this is one of the best sustained ideas i have ever seen on the screen ,0.86111,pos,"['apart', 'from', 'anything', 'else', 'this', 'is', 'one', 'of', 'the', 'best', 'sustained', 'idea', 'i', 'have', 'ever', 'seen', 'on', 'the', 'screen']"
not a schlocky creature feature but something far more stylish and cerebral and hence more chillingly effective ,0.79167,pos,"['not', 'a', 'schlocky', 'creature', 'feature', 'but', 'something', 'far', 'more', 'stylish', 'and', 'cerebral', 'and', 'hence', 'more', 'chillingly', 'effective']"
